obs_id,season,day_of_week,operational_state,temperatura_c,ph,caudal_m3h,dbo5_mgl,dqo_mgl,dqo_dbo_ratio,nh4_mgl,od_mgl,adh_ugTTF_gVSS_h,toxicity_pct,adh_pct,od_pct,nh4_pct,bhi,bhi_label,decreto_674_dbo_compliant,decreto_674_nh4_compliant
6904,spring,Tue,stressed,21.1,6.695,27.89,95.48,183.26,1.919,56.21,1.734,0.6512,42.16,14.47,18.85,26.77,41.1,critical,0,0
6905,summer,Wed,healthy,28.82,7.101,16.61,38.44,68.66,1.786,9.68,6.034,1.9441,13.43,43.2,65.59,4.61,72.69,stressed,1,1
6906,autumn,Thu,stressed,18.9,6.27,39.33,81.34,153.02,1.881,34.0,1.123,0.3786,49.04,8.41,12.21,16.19,38.85,critical,0,1
6907,winter,Fri,stressed,16.39,7.19,17.88,101.38,194.92,1.923,70.01,1.194,0.5125,24.01,11.39,12.97,33.34,41.75,critical,0,0
6908,spring,Sat,healthy,24.36,7.0,18.01,13.78,24.1,1.749,1,5.819,1.9001,2.97,42.22,63.25,0.48,75.51,healthy,1,1
6909,summer,Sun,healthy,28.66,6.943,6,10,17.34,1.734,1.32,5.038,1.1448,15.95,25.44,54.76,0.63,65.9,stressed,1,1
6910,autumn,Mon,critical,19.13,5.994,50.66,332.98,846.66,2.543,98.84,0.05,0.0904,59.4,2.01,0.54,47.07,24.02,critical,0,0
6911,winter,Tue,stressed,9.3,7.258,50.69,97.34,199.45,2.049,44.72,1.54,0.2796,46.19,6.21,16.74,21.29,38.87,critical,0,0
6912,spring,Wed,healthy,21.07,7.108,23.54,10,18.54,1.854,22.03,4.994,1.2744,10.74,28.32,54.29,10.49,65.34,stressed,1,1
6913,summer,Thu,healthy,27.42,6.916,21.44,36.62,58.81,1.606,7.52,6.809,1.7971,10.91,39.94,74.01,3.58,74.87,stressed,1,1
6914,autumn,Fri,healthy,20.72,7.108,12.27,10,17.29,1.729,5.57,6.493,1.9709,13.09,43.8,70.57,2.65,74.66,stressed,1,1
6915,winter,Sat,stressed,14.5,6.533,27.17,107.48,228.1,2.122,49.91,2.215,0.2769,31.37,6.15,24.07,23.76,43.77,critical,0,0
6916,spring,Sun,stressed,22.09,6.613,18.09,96.85,185.44,1.915,33.65,0.656,0.5497,39.08,12.22,7.13,16.02,41.06,critical,0,1
6917,summer,Mon,critical,27.88,6.016,52.4,325.2,785.11,2.414,119.93,0.05,0.0769,75.52,1.71,0.54,57.11,17.41,critical,0,0
6918,autumn,Tue,healthy,22.08,7.574,25.28,27.24,47.92,1.759,11.37,6.496,1.4727,12.64,32.73,70.61,5.41,71.32,stressed,1,1
6919,winter,Wed,stressed,13.99,6.334,49.1,57.24,108.51,1.896,53.44,2.589,0.554,15,12.31,28.15,25.45,50.0,stressed,0,0
6920,spring,Thu,healthy,18.21,7.195,15.29,30.81,50.46,1.638,8.05,3.945,1.2161,2.03,27.02,42.88,3.83,66.01,stressed,1,1
6921,summer,Fri,critical,32.08,5.873,61.24,293.59,783.48,2.669,86.12,0.05,0.0885,60.83,1.97,0.54,41.01,25.17,critical,0,0
6922,autumn,Sat,stressed,22.8,6.78,28.42,45,95.83,2.13,46.87,2.393,0.7975,32.2,17.72,26.01,22.32,47.3,critical,1,0
6923,winter,Sun,healthy,11.55,6.984,16.57,11.83,17.77,1.502,3.98,6.357,1.4013,1,31.14,69.09,1.89,74.33,stressed,1,1
6924,spring,Mon,healthy,23.58,7.223,17.17,31.04,50.61,1.631,5.7,7.841,2.8628,11.04,63.62,85.23,2.71,83.77,healthy,1,1
6925,summer,Tue,critical,29.62,6.076,57.37,360.86,763.57,2.116,138.32,0.05,0.1136,61.58,2.52,0.54,65.87,18.9,critical,0,0
6926,autumn,Wed,stressed,20.39,6.949,34.48,84.54,146.32,1.731,47.24,1.614,0.3865,27.3,8.59,17.54,22.5,44.08,critical,0,0
6927,winter,Thu,stressed,9.49,7.109,36.04,112.31,212.9,1.896,88.61,2.263,0.424,55.27,9.42,24.59,42.19,34.14,critical,0,0
6928,spring,Fri,healthy,20.06,7.045,18.63,23.57,42.44,1.8,10.42,6.906,1.9089,7.33,42.42,75.06,4.96,76.3,healthy,1,1
6929,summer,Sat,stressed,29.46,6.07,26.75,108.89,204.49,1.878,29.15,1.691,0.4144,49.09,9.21,18.38,13.88,41.16,critical,0,1
6930,autumn,Sun,healthy,17.77,7.002,6,15.89,25.86,1.627,1,5.908,1.516,4.79,33.69,64.22,0.48,73.16,stressed,1,1
6931,winter,Mon,stressed,13.53,6.874,28.95,83.24,187.87,2.257,76.75,2.287,0.4564,40.81,10.14,24.85,36.55,39.41,critical,0,0
6932,spring,Tue,critical,15.89,5.318,70.49,548.84,1332.87,2.429,108.49,0.05,0.0272,79.55,0.6,0.54,51.66,17.48,critical,0,0
6933,summer,Wed,healthy,30.7,7.339,25.05,35.73,62.35,1.745,9.21,7.22,1.9789,16.25,43.98,78.48,4.38,75.46,healthy,1,1
6934,autumn,Thu,stressed,19.58,6.614,25.09,112.74,180.64,1.602,59.0,3.406,0.4568,28.06,10.15,37.02,28.09,47.75,critical,0,0
6935,winter,Fri,healthy,11.68,6.976,17.12,24.72,38.6,1.561,8.32,7.743,1.5558,12.92,34.57,84.16,3.96,75.46,healthy,1,1
6936,spring,Sat,healthy,25.44,6.936,11.39,22.14,36.24,1.637,16.12,5.827,1.9289,10.94,42.86,63.34,7.68,71.9,stressed,1,1
6937,summer,Sun,stressed,26.2,6.334,14,45,88.01,1.956,20,2.918,0.5503,56.38,12.23,31.72,9.52,44.51,critical,1,1
6938,autumn,Mon,healthy,22.57,7.366,21.41,27.17,48.42,1.782,6.61,6.432,2.2533,1.8,50.07,69.91,3.15,78.76,healthy,1,1
6939,winter,Tue,critical,13.84,6.366,49.26,423.34,953.86,2.253,159.22,0.05,0.0641,65.28,1.42,0.54,75.82,15.22,critical,0,0
6940,spring,Wed,stressed,23.82,6.78,32.05,179.15,381.62,2.13,57.77,0.495,0.6738,40.1,14.97,5.38,27.51,38.19,critical,0,0
6941,summer,Thu,critical,32.89,5.256,66.46,404.21,1072.55,2.653,65,0.05,0.0324,73.47,0.72,0.54,30.95,24.21,critical,0,0
6942,autumn,Fri,critical,19.57,6.223,44.51,387.8,932.76,2.405,165.3,0.05,0.0948,59.92,2.11,0.54,78.71,16.0,critical,0,0
6943,winter,Sat,stressed,11.93,7.022,30.95,93.27,183.79,1.971,58.52,0.925,0.2498,62.26,5.55,10.05,27.86,31.37,critical,0,0
6944,spring,Sun,stressed,23.33,6.295,14,45,93.91,2.087,34.29,2.793,0.8692,35.35,19.31,30.35,16.33,49.5,critical,1,1
6945,summer,Mon,healthy,28.85,7.34,19.08,24.08,30.71,1.275,4.7,6.381,2.4195,6.5,53.77,69.36,2.24,78.6,healthy,1,1
6946,autumn,Tue,healthy,19.99,7.194,16.1,31.32,52.59,1.679,6.0,6.303,1.4387,11.12,31.97,68.51,2.86,71.63,stressed,1,1
6947,winter,Wed,stressed,10.62,6.993,23.58,121.72,225.65,1.854,70.32,1.496,0.3707,35.24,8.24,16.26,33.49,38.94,critical,0,0
6948,spring,Thu,healthy,23.12,7.388,20.59,44.4,76.65,1.726,7.62,5.621,1.2124,6.77,26.94,61.1,3.63,69.41,stressed,1,1
6949,summer,Fri,healthy,27.73,6.905,20.84,28.84,47.93,1.662,3.81,3.579,0.7354,6.01,16.34,38.9,1.81,61.86,stressed,1,1
6950,autumn,Sat,healthy,21.78,6.975,17.92,42.24,76.0,1.799,13.62,6.931,2.3163,6.0,51.47,75.34,6.48,78.58,healthy,1,1
6951,winter,Sun,healthy,10.59,7.38,6.27,22.44,39.08,1.742,13.63,6.944,1.3536,5.19,30.08,75.48,6.49,73.47,stressed,1,1
6952,spring,Mon,stressed,24.22,6.415,28.48,166.3,279.54,1.681,50.18,1.887,0.7862,29.07,17.47,20.52,23.89,46.26,critical,0,0
6953,summer,Tue,healthy,25.73,7.347,19.47,49.23,78.25,1.59,6.28,5.924,2.097,5.43,46.6,64.39,2.99,75.64,healthy,1,1
6954,autumn,Wed,critical,20.03,5.741,44.0,453.78,1052.86,2.32,132.75,0.05,0.0892,92.59,1.98,0.54,63.22,11.68,critical,0,0
6955,winter,Thu,critical,13.95,4.732,62.88,449.29,1073.87,2.39,147.41,0.05,0.0405,40,0.9,0.54,70.2,22.81,critical,0,0
6956,spring,Fri,stressed,23.4,6.529,30.2,98.06,201.36,2.053,65.29,2.206,0.6652,49.85,14.78,23.98,31.09,39.46,critical,0,0
6957,summer,Sat,healthy,29.66,7.06,13.37,28.59,47.05,1.646,1.59,7.481,2.261,1.93,50.24,81.31,0.76,82.22,healthy,1,1
6958,autumn,Sun,healthy,17.69,7.046,7.53,31.05,53.85,1.734,1,6.372,1.4368,6.96,31.93,69.26,0.48,73.44,stressed,1,1
6959,winter,Mon,critical,11.97,6.247,70.62,195.37,513.14,2.627,126.98,0.05,0.0419,85.17,0.93,0.54,60.47,13.96,critical,0,0
6960,spring,Tue,stressed,19.83,6.487,42.9,117.02,211.73,1.809,50.39,1.556,0.6979,19.99,15.51,16.92,24.0,47.11,critical,0,0
6961,summer,Wed,healthy,23.41,7.067,21.97,38.64,64.67,1.674,5.55,7.184,2.3609,4.69,52.46,78.09,2.64,80.8,healthy,1,1
6962,autumn,Thu,healthy,22.41,7.249,19.85,56.95,97.99,1.721,1,6.891,1.7342,6.79,38.54,74.9,0.48,76.54,healthy,0,1
6963,winter,Fri,stressed,11.61,6.95,35.77,124.66,251.37,2.017,43.96,0.787,0.5385,29.0,11.97,8.55,20.93,42.65,critical,0,0
6964,spring,Sat,healthy,24.98,7.015,12.33,21.04,32.08,1.525,6.7,5.411,1.7535,5.52,38.97,58.81,3.19,72.27,stressed,1,1
6965,summer,Sun,stressed,27.33,6.865,14,45,96.58,2.146,32.2,4.035,1.0299,41.29,22.89,43.86,15.33,52.53,stressed,1,1
6966,autumn,Mon,stressed,21.31,6.352,36.71,173.49,412.18,2.376,73.01,0.863,0.5875,37.83,13.06,9.38,34.77,37.46,critical,0,0
6967,winter,Tue,healthy,13.77,7.153,25.34,47.42,76.38,1.611,7.62,5.601,1.274,6.1,28.31,60.88,3.63,69.87,stressed,1,1
6968,spring,Wed,healthy,23.47,7.138,23.02,35.06,56.15,1.602,15.74,6.506,1.5157,1.55,33.68,70.72,7.5,73.84,stressed,1,1
6969,summer,Thu,healthy,29.83,7.219,16.97,42.32,61.04,1.442,6.7,5.49,1.6761,5.83,37.25,59.67,3.19,71.97,stressed,1,1
6970,autumn,Fri,healthy,19.32,7.181,13.16,44.72,70.47,1.576,5.77,7.609,1.5904,8.75,35.34,82.7,2.75,76.64,healthy,1,1
6971,winter,Sat,critical,14.29,5.742,20,180,341.58,1.898,122.96,0.05,0.06,68.08,1.33,0.54,58.55,18.81,critical,0,0
6972,spring,Sun,critical,23.99,6.752,32.08,180,395.3,2.196,67.76,0.05,0.1016,85.45,2.26,0.54,32.26,21.27,critical,0,0
6973,summer,Mon,healthy,29.42,6.807,24.66,40.8,66.14,1.621,4.56,6.476,1.9528,3.77,43.4,70.39,2.17,76.96,healthy,1,1
6974,autumn,Tue,healthy,15.46,7.281,23.38,34.63,55.02,1.589,13.48,8.922,2.4247,11.88,53.88,96.98,6.42,83.14,healthy,1,1
6975,winter,Wed,healthy,12.58,7.025,18.85,40.05,81.27,2.029,10.97,6.211,1.3752,8.75,30.56,67.51,5.22,71.02,stressed,1,1
6976,spring,Thu,healthy,24.4,6.872,22.73,41.71,74.05,1.775,10.69,4.964,1.3406,12.31,29.79,53.96,5.09,66.59,stressed,1,1
6977,summer,Fri,healthy,28.6,7.152,23.27,29.23,51.44,1.76,2.04,6.383,2.0955,10.18,46.57,69.38,0.97,76.2,healthy,1,1
6978,autumn,Sat,healthy,22.07,7.016,11.67,16.68,27.2,1.631,5.13,6.109,1.9801,11.12,44.0,66.41,2.44,74.21,stressed,1,1
6979,winter,Sun,critical,14.19,5.808,20,180,389.51,2.164,69.53,0.05,0.1192,59.65,2.65,0.54,33.11,27.61,critical,0,0
6980,spring,Mon,healthy,20.82,7.089,17.33,45.6,75.56,1.657,11.19,4.634,1.5049,4.23,33.44,50.37,5.33,68.56,stressed,1,1
6981,summer,Tue,critical,29.44,6.759,82.96,384.58,808.75,2.103,139.26,0.05,0.1516,54.11,3.37,0.54,66.32,20.87,critical,0,0
6982,autumn,Wed,healthy,21.7,7.295,30.3,36.95,63.5,1.719,6.1,8.214,3.1518,3.26,70.04,89.28,2.9,88.29,healthy,1,1
6983,winter,Thu,critical,12.31,5.843,54.83,304.92,680.39,2.231,154.78,0.05,0.0676,84.87,1.5,0.54,73.7,10.87,critical,0,0
6984,spring,Fri,healthy,24.95,7.365,24.14,14.84,25.99,1.751,15.84,7.119,1.6714,9.31,37.14,77.38,7.54,74.42,stressed,1,1
6985,summer,Sat,healthy,33.44,7.246,11.01,32.41,51.05,1.575,4.06,7.624,1.9426,9.51,43.17,82.87,1.93,78.65,healthy,1,1
6986,autumn,Sun,healthy,22.67,7.665,6,18.1,30.23,1.67,7.13,6.47,2.5756,7.01,57.24,70.33,3.4,79.29,healthy,1,1
6987,winter,Mon,stressed,14.43,6.604,38.97,63.67,109.99,1.728,82.94,2.283,0.585,31.05,13.0,24.82,39.5,41.82,critical,0,0
6988,spring,Tue,critical,23.93,5.555,47.43,387.95,902.66,2.327,180.4,0.05,0.1136,80.33,2.53,0.54,85.91,9.21,critical,0,0
6989,summer,Wed,healthy,30.98,7.004,17.51,46.42,79.02,1.702,11.01,8.771,2.0535,6.22,45.63,95.33,5.24,82.38,healthy,1,1
6990,autumn,Thu,healthy,22.75,7.303,18.01,31.25,48.38,1.548,9.78,6.199,1.4743,5.31,32.76,67.38,4.66,72.54,stressed,1,1
6991,winter,Fri,healthy,16.16,7.335,17.92,18.42,32.17,1.747,9.89,6.155,1.0427,12.15,23.17,66.9,4.71,68.3,stressed,1,1
6992,spring,Sat,healthy,21.67,7.295,11.98,23.66,40.3,1.704,1,7.05,1.7976,10.2,39.95,76.63,0.48,76.48,healthy,1,1
6993,summer,Sun,healthy,27.55,7.219,7.93,21.34,32.55,1.525,1,6.534,2.0929,9.44,46.51,71.03,0.48,76.91,healthy,1,1
6994,autumn,Mon,stressed,15.43,6.657,38.01,175.94,279.92,1.591,86.5,0.919,0.4421,38.52,9.82,9.99,41.19,35.03,critical,0,0
6995,winter,Tue,healthy,15.43,7.193,10.57,32.6,47.67,1.462,8.26,4.763,0.6414,13.73,14.25,51.77,3.93,62.09,stressed,1,1
6996,spring,Wed,healthy,20.79,7.243,27.45,38.66,61.43,1.589,11.54,6.549,1.8042,5.49,40.09,71.19,5.5,75.07,healthy,1,1
6997,summer,Thu,healthy,29.02,7.305,15.95,49.78,85.54,1.718,11.13,7.571,2.7486,9.6,61.08,82.3,5.3,82.12,healthy,1,1
6998,autumn,Fri,healthy,20.45,7.198,19.26,24.97,39.82,1.595,11.66,7.318,2.1854,12.47,48.56,79.54,5.55,77.52,healthy,1,1
6999,winter,Sat,stressed,12.22,7.408,21.88,134.35,257.37,1.916,75.68,2.44,0.4188,62.56,9.31,26.52,36.04,34.31,critical,0,0
7000,spring,Sun,stressed,22.07,6.944,14,45,104.75,2.328,20,3.465,0.6392,39.32,14.21,37.66,9.52,50.75,stressed,1,1
7001,summer,Mon,healthy,34.9,7.069,20.38,34.74,60.46,1.741,10.3,5.829,1.4355,13.18,31.9,63.36,4.9,69.29,stressed,1,1
7002,autumn,Tue,healthy,25.87,6.896,18.77,50.75,72.66,1.432,9.97,6.258,1.2751,7.39,28.34,68.02,4.75,71.05,stressed,0,1
7003,winter,Wed,healthy,11.98,6.902,18.5,46.83,85.8,1.832,16.86,6.413,1.0844,9.72,24.1,69.7,8.03,69.01,stressed,1,1
7004,spring,Thu,healthy,22.8,6.992,14.22,35.41,55.08,1.555,4.65,7.032,1.7794,10.1,39.54,76.43,2.22,75.91,healthy,1,1
7005,summer,Fri,healthy,32.06,7.249,13.63,36.38,58.19,1.6,2.53,5.952,1.4756,6.77,32.79,64.69,1.2,72.38,stressed,1,1
7006,autumn,Sat,critical,22.3,5.276,68.73,414.74,807.69,1.947,65,0.05,0.078,88.5,1.73,0.54,30.95,20.71,critical,0,0
7007,winter,Sun,stressed,12.29,6.463,14,45,89.11,1.98,25.04,2.938,0.5968,39.86,13.26,31.93,11.93,48.35,critical,1,1
7008,spring,Mon,healthy,21.28,7.311,8.36,38.88,53.42,1.374,8.57,4.551,1.2394,10.81,27.54,49.47,4.08,65.53,stressed,1,1
7009,summer,Tue,healthy,29.06,6.893,18.48,40.22,64.43,1.602,9.94,5.447,1.7993,3.55,39.98,59.21,4.73,72.73,stressed,1,1
7010,autumn,Wed,healthy,20.58,7.416,21.3,45.74,79.06,1.728,8.62,5.367,1.8082,11.26,40.18,58.33,4.11,70.79,stressed,1,1
7011,winter,Thu,healthy,14.11,6.977,16.78,38.44,60.76,1.58,7.35,7.154,1.3489,12.09,29.98,77.76,3.5,73.04,stressed,1,1
7012,spring,Fri,stressed,19.44,6.929,33.92,122.76,234.2,1.908,63.96,0.612,0.299,69.6,6.64,6.65,30.46,28.31,critical,0,0
7013,summer,Sat,healthy,28.79,7.166,8.27,37.0,59.84,1.618,9.89,5.793,1.6462,7.76,36.58,62.97,4.71,71.77,stressed,1,1
7014,autumn,Sun,stressed,22.64,6.165,27.83,63.29,122.77,1.94,22.9,2.224,0.8696,17.49,19.32,24.18,10.91,53.78,stressed,0,1
7015,winter,Mon,healthy,10.68,6.942,10.42,41.52,73.29,1.765,12.99,6.362,1.2555,10.83,27.9,69.15,6.19,70.01,stressed,1,1
7016,spring,Tue,healthy,23.07,6.941,15.72,37.01,57.29,1.548,7.21,5.909,1.4721,8.14,32.71,64.23,3.43,71.34,stressed,1,1
7017,summer,Wed,healthy,31.75,7.403,25.11,45.33,79.51,1.754,7.06,7.051,1.8036,9.05,40.08,76.64,3.36,76.08,healthy,1,1
7018,autumn,Thu,stressed,19.86,6.956,33.93,69.18,129.24,1.868,33.25,3.202,0.4352,32.2,9.67,34.81,15.83,49.11,critical,0,1
7019,winter,Fri,stressed,14.73,6.931,23.89,90.35,191.54,2.12,82.05,1.014,0.3608,37.2,8.02,11.03,39.07,35.69,critical,0,0
7020,spring,Sat,healthy,21.64,7.23,13.06,21.41,30.92,1.444,9.29,6.249,2.0416,12.05,45.37,67.92,4.43,74.2,stressed,1,1
7021,summer,Sun,healthy,28.98,7.343,12.46,10,15.92,1.592,5.37,5.13,1.1248,13.91,25.0,55.77,2.56,66.07,stressed,1,1
7022,autumn,Mon,healthy,20.47,7.269,13.94,32.31,57.27,1.772,1.05,5.853,1.5894,9.94,35.32,63.62,0.5,72.13,stressed,1,1
7023,winter,Tue,healthy,11.59,7.32,20.27,52.01,82.5,1.586,12.48,6.738,1.3166,7.64,29.26,73.24,5.94,72.23,stressed,0,1
7024,spring,Wed,stressed,24.26,6.802,28.6,160.5,322.25,2.008,68.54,0.05,0.3013,53.66,6.7,0.54,32.64,30.24,critical,0,0
7025,summer,Thu,healthy,23.77,7.203,15.14,46.04,80.43,1.747,6.68,7.071,1.8701,13.34,41.56,76.86,3.18,75.47,healthy,1,1
7026,autumn,Fri,stressed,18.34,6.731,25.11,155.2,305.16,1.966,70.3,1.455,0.5221,41.23,11.6,15.81,33.48,38.18,critical,0,0
7027,winter,Sat,healthy,12.05,7.153,14.36,12.84,21.19,1.651,3.87,7.659,1.3337,7.23,29.64,83.25,1.84,75.95,healthy,1,1
7028,spring,Sun,stressed,20.89,7.097,23.81,50.65,94.07,1.857,41.53,2.716,0.6063,47.06,13.47,29.52,19.78,44.04,critical,0,0
7029,summer,Mon,stressed,28.67,6.699,46.66,131.8,223.49,1.696,54.11,1.674,0.6319,56.11,14.04,18.19,25.77,37.59,critical,0,0
7030,autumn,Tue,stressed,18.35,6.943,34.56,157.31,324.9,2.065,76.81,0.05,0.3485,41.45,7.74,0.54,36.58,32.57,critical,0,0
7031,winter,Wed,healthy,14.9,7.214,15.06,53.9,86.05,1.597,8.98,4.801,1.2254,4.26,27.23,52.18,4.28,67.72,stressed,0,1
7032,spring,Thu,healthy,27.07,7.098,12.82,57.98,90.36,1.558,13.94,7.116,2.0898,11.8,46.44,77.35,6.64,76.34,healthy,0,1
7033,summer,Fri,critical,28.64,5.704,20,289.63,635.56,2.194,65,0.05,0.0238,61.38,0.53,0.54,30.95,27.18,critical,0,0
7034,autumn,Sat,critical,21.73,6.005,49.6,448.36,1104.46,2.463,94.11,0.05,0.1425,62.32,3.17,0.54,44.81,24.15,critical,0,0
7035,winter,Sun,stressed,10.75,7.086,28.95,54.97,95.66,1.74,27.03,2.148,0.1668,15,3.71,23.35,12.87,49.8,critical,0,1
7036,spring,Mon,stressed,22.22,6.718,25.39,172.15,376.51,2.187,63.25,1.44,0.339,29.11,7.53,15.65,30.12,40.99,critical,0,0
7037,summer,Tue,stressed,26.09,7.123,46.66,145.26,244.67,1.684,32.27,2.398,0.5662,59.26,12.58,26.07,15.36,41.01,critical,0,1
7038,autumn,Wed,critical,21.92,5.93,47.85,552.39,1115.62,2.02,161.78,0.05,0.1201,49.22,2.67,0.54,77.04,19.24,critical,0,0
7039,winter,Thu,healthy,12.08,7.181,21.16,30.07,46.27,1.539,14.02,6.159,0.7837,4.19,17.42,66.94,6.68,68.37,stressed,1,1
7040,spring,Fri,healthy,18.6,7.362,21.3,16.82,26.82,1.594,5.82,7.353,1.8951,4.57,42.11,79.92,2.77,78.67,healthy,1,1
7041,summer,Sat,healthy,26.33,7.324,9.5,21.71,41.92,1.931,1,6.094,2.138,7.61,47.51,66.23,0.48,76.42,healthy,1,1
7042,autumn,Sun,healthy,20.88,7.304,8.68,19.63,29.92,1.525,2.87,8.397,1.5916,7.76,35.37,91.27,1.37,79.38,healthy,1,1
7043,winter,Mon,healthy,12.16,7.177,18.77,48.59,80.16,1.65,7.76,6.258,1.382,9.54,30.71,68.02,3.7,71.37,stressed,1,1
7044,spring,Tue,critical,19.98,4.769,21.41,394.6,852.68,2.161,105.04,0.05,0.034,74.84,0.76,0.54,50.02,19.11,critical,0,0
7045,summer,Wed,healthy,27.66,7.331,24.75,47.67,84.26,1.768,1,8.027,2.7313,8.53,60.69,87.25,0.48,84.74,healthy,1,1
7046,autumn,Thu,critical,17.87,5.59,27.29,524.67,1271.6,2.424,157.44,0.05,0.0417,64.03,0.93,0.54,74.97,15.62,critical,0,0
7047,winter,Fri,stressed,12.84,6.458,29.14,108.89,211.78,1.945,78.83,0.917,0.3383,43.11,7.52,9.96,37.54,34.21,critical,0,0
7048,spring,Sat,healthy,23.68,7.134,14.27,28.43,45.85,1.612,1.99,5.045,1.9116,13.88,42.48,54.84,0.95,70.62,stressed,1,1
7049,summer,Sun,healthy,35.21,7.21,6.89,20.78,33.83,1.628,1.88,6.705,1.0412,8.53,23.14,72.88,0.89,71.65,stressed,1,1
7050,autumn,Mon,stressed,22.75,6.791,24.33,121.0,192.17,1.588,62.66,2.285,0.7022,32.4,15.61,24.83,29.84,44.55,critical,0,0
7051,winter,Tue,healthy,10.71,7.148,20.15,51.41,90.77,1.765,1,6.551,1.0516,5.41,23.37,71.2,0.48,72.17,stressed,0,1
7052,spring,Wed,healthy,18.73,7.21,18.05,38.33,63.82,1.665,7.35,8.531,2.2564,5.11,50.14,92.73,3.5,83.56,healthy,1,1
7053,summer,Thu,healthy,26.12,7.184,20.76,23.81,39.88,1.675,1.4,7.042,2.7359,1,60.8,76.54,0.66,83.92,healthy,1,1
7054,autumn,Fri,healthy,20.64,7.104,14.39,22.74,38.19,1.679,1,6.139,2.1837,9.52,48.53,66.73,0.48,76.32,healthy,1,1
7055,winter,Sat,healthy,13.33,7.398,12.73,40.39,74.17,1.836,10.78,6.376,1.6002,6.05,35.56,69.3,5.13,73.42,stressed,1,1
7056,spring,Sun,critical,18.54,6.326,20,180,477.78,2.654,65.06,0.05,0.0603,71.62,1.34,0.54,30.98,24.82,critical,0,0
7057,summer,Mon,healthy,34.73,7.23,13.38,41.64,67.53,1.622,7.04,6.272,1.1028,5.93,24.51,68.17,3.35,70.85,stressed,1,1
7058,autumn,Tue,stressed,18.66,7.168,42.0,113.43,221.51,1.953,36.99,1.451,0.5684,30.42,12.63,15.78,17.61,45.09,critical,0,0
7059,winter,Wed,stressed,14.6,6.908,34.48,107.38,205.49,1.914,70.75,2.753,0.6949,35.79,15.44,29.92,33.69,43.97,critical,0,0
7060,spring,Thu,stressed,22.34,7.15,31.57,61.66,107.97,1.751,85.39,2.203,0.743,26.26,16.51,23.95,40.66,43.38,critical,0,0
7061,summer,Fri,healthy,29.14,7.065,16.16,38.15,69.15,1.813,3.4,5.397,1.4863,3.12,33.03,58.67,1.62,71.74,stressed,1,1
7062,autumn,Sat,critical,18.33,6.705,29.76,180,386.52,2.147,65,0.05,0.2058,48.69,4.57,0.54,30.95,31.37,critical,0,0
7063,winter,Sun,critical,15.6,6.599,37.46,180,426.48,2.369,74.41,0.05,0.0641,92.59,1.43,0.54,35.44,18.49,critical,0,0
7064,spring,Mon,healthy,21.59,7.27,20.43,56.17,100.29,1.785,8.75,5.346,1.3089,1.63,29.09,58.11,4.17,70.35,stressed,0,1
7065,summer,Tue,stressed,27.81,6.502,49.46,147.7,263.31,1.783,61.96,0.371,0.4387,33.13,9.75,4.03,29.5,37.79,critical,0,0
7066,autumn,Wed,stressed,17.67,6.971,35.01,115.82,227.17,1.961,48.23,1.563,0.4877,48.78,10.84,16.98,22.97,39.02,critical,0,0
7067,winter,Thu,healthy,11.82,7.089,15.22,38.15,64.44,1.689,13.16,5.15,1.2307,13.51,27.35,55.98,6.27,65.89,stressed,1,1
7068,spring,Fri,healthy,21.23,7.132,18.84,40.06,63.38,1.582,9.46,5.735,1.3739,11.21,30.53,62.34,4.51,69.29,stressed,1,1
7069,summer,Sat,stressed,24.97,6.835,30.01,71.01,146.33,2.061,21.62,2.586,1.024,39.37,22.76,28.11,10.3,50.3,stressed,0,1
7070,autumn,Sun,healthy,18.96,7.047,6,10,16.03,1.603,1,6.653,1.5178,12.65,33.73,72.32,0.48,73.23,stressed,1,1
7071,winter,Mon,healthy,8.76,7.084,13.33,36.98,62.53,1.691,12.86,4.427,0.8589,6.09,19.09,48.12,6.12,63.75,stressed,1,1
7072,spring,Tue,healthy,22.16,7.095,17.07,46.0,72.06,1.566,5.07,6.754,1.4232,4.03,31.63,73.42,2.42,74.65,stressed,1,1
7073,summer,Wed,healthy,28.89,7.433,22.72,45.66,71.25,1.56,11.01,7.347,1.443,8.47,32.07,79.86,5.24,74.55,stressed,1,1
7074,autumn,Thu,healthy,18.78,6.889,21.34,28.11,48.27,1.717,16.59,5.941,1.5047,6.61,33.44,64.57,7.9,70.88,stressed,1,1
7075,winter,Fri,critical,11.7,4.5,38.75,523.53,1134.22,2.166,155.68,0.05,0.0272,67.91,0.6,0.54,74.13,14.78,critical,0,0
7076,spring,Sat,stressed,19.4,6.313,21.27,111.1,166.66,1.5,24.21,1.61,0.3752,51.15,8.34,17.5,11.53,40.79,critical,0,1
7077,summer,Sun,healthy,32.7,7.201,8.14,25.67,39.41,1.536,3.07,6.206,1.4985,9.02,33.3,67.45,1.46,72.57,stressed,1,1
7078,autumn,Mon,healthy,20.18,7.203,19.05,37.17,61.6,1.657,7.54,5.287,1.474,15.67,32.76,57.47,3.59,67.74,stressed,1,1
7079,winter,Tue,healthy,8.71,7.232,13.65,36.47,56.86,1.559,4.4,7.15,1.2509,9.65,27.8,77.71,2.1,73.44,stressed,1,1
7080,spring,Wed,stressed,16.76,7.083,32.4,62.1,111.51,1.796,76.69,2.396,0.7575,28.66,16.83,26.04,36.52,44.42,critical,0,0
